MJ文字図形名	対応するUCS(参考)	総画数	読み(参考)
MJ007887	U+5371	6	キ・ギ・あぶない・あやうい・あやぶむ
MJ007889	U+5371	7	キ・ギ・あぶない・あやうい・あやぶむ
MJ007892	U+5373	8	ソク
MJ007893	U+537D	9	ソク・つく
MJ007898	U+5377	8	カン・まく
MJ007899	U+5377	8	カン・まく
MJ007900	U+5377	8	カン・ゲン・コン・まき・まく
MJ007902	U+5378	8	シャ・おろす・おろし
MJ007907	U+537B	9	カク・キャク・しりぞく
MJ007911	U+537F	10	キョウ・ケイ・きみ・かみ
MJ007912	U+537F	11	ケイ
MJ007913	U+537F	11	ケイ
MJ007914	U+537F	12	キョウ・ケイ・きみ・かみ
MJ007932	U+5396	9	ボウ・モウ・おおきい
MJ007948	U+53A9	12	キュウ・うまや
MJ007949	U+53A9	12	キュウ・うまや
MJ007950	U+53A9	13	キュウ・うまや
MJ007951	U+53A9	13	キュウ・ク・うまや
MJ007952	U+53A9	14	キュウ・うまや
MJ007954	U+53A9	14	キュウ・うまや
MJ007955	U+53A9	14	キュウ・うまや
MJ007963	U+53B0	14	ショウ
MJ007965	U+53B2	15	ライ・レイ・レツ・レチ・はげしい
MJ007986	U+53C8	2	また
MJ007987	U+53C9	3	サ・シャ・セ・サイ・また
MJ007989	U+53CA	4	キュウ・ゴウ・およぶ・および・およぼす
MJ007995	U+53CE	4	シュウ・おさめる・おさまる
MJ008009	U+53DB	9	ハン・ホン・バン・そむく
MJ008011	U+53DB	9	ハン・ホン・そむく
MJ008012	U+53DB	9	ハン・ホン・そむく
MJ008015	U+53DD	9	
MJ008017	U+53DF	7	ソウ・おきな
MJ008019	U+53DF	10	ソウ・ショウ・シュウ・シュ・シン・おきな
MJ008031	U+53EB	5	キョウ・ク・キュウ・さけぶ
MJ008035	U+53ED	5	ハツ
MJ008040	U+53F1	5	シチ・シツ・しかる
MJ008042	U+53F2	5	シ
MJ008061	U+5406	6	ヨウ
MJ008071	U+540F	6	リ
MJ008082	U+541B	7	クン・きみ
MJ008085	U+541D	7	リン・おしむ
MJ008098	U+5429	7	フン
MJ008113	U+5438	7	キュウ・ギュウ・すう
MJ008124	U+5440	8	ガ・あ
MJ008132	U+5448	7	テイ・ジョウ・チョウ・しめす
MJ008134	U+5448	7	テイ・ジョウ・チョウ・しめす
MJ008145	U+5455	7	オウ・うたう
MJ008158	U+5468	8	シュウ・シュ・まわり
MJ008168	U+5471	8	コ・ワ・ク
MJ008190	U+5485	8	トウ・ホウ・フ・とおる
MJ008192	U+5486	8	ホウ・ほえる
MJ008213	U+549E	9	ケン
MJ008218	U+54A2	9	ガク・おどろく
MJ008229	U+54AC	9	コウ・かむ
MJ008235	U+54B2	9	ショウ・さく・さき
MJ008239	U+54B5	9	カ・ケ
MJ008261	U+54C9	8	サイ・かな・や
MJ008266	U+54CE	9	ガイ・アイ
MJ008271	U+54E0	10	コウ・しゃべる
MJ008280	U+54E8	10	ショウ・ソウ・チョウ・みはり
MJ008291	U+54F2	10	テツ・あきらか
MJ008303	U+54FD	10	コウ・むせぶ
MJ008313	U+5506	10	サ・セ・そそのかす
MJ008321	U+550C	11	セン・タン・エン・ゼン・しぶき・よだれ
MJ008325	U+5510	10	トウ・ドウ・から
MJ008350	U+5533	11	レイ・レチ・ライ・レツ
MJ008351	U+5533	11	レイ・レツ
MJ008358	U+5539	11	オ・ヨ
MJ008371	U+5544	11	タク・チョク・トク・チュウ・ついばむ・くちばし
MJ008372	U+5544	10	タク
MJ008373	U+5544	11	タク
MJ008374	U+5544	11	タク
MJ008377	U+5546	11	ショウ・あきなう
MJ008384	U+554C	11	コウ
MJ008391	U+5553	11	ケイ・ひらく
MJ008401	U+555A	11	ヒ・ト
MJ008405	U+555D	11	カ
MJ008415	U+5568	11	エイ・ヨウ・セイ・ジョウ
MJ008421	U+557C	12	テイ・なく
MJ008430	U+5584	12	ゼン・よい
MJ008431	U+5584	12	ゼン・よい
MJ008432	U+5584	12	ゼン・よい
MJ008433	U+5584	12	セン・ゼン・よきこと・よく・よくす・よしとする・よみす・よい
MJ008436	U+5586	12	テツ・あきらか
MJ008446	U+558F	12	ジャ・ニャ・ジャク・ニャク・ダク
MJ008449	U+5591	12	イン・オン・アン・なく・おし
MJ008452	U+5593	12	ヨウ
MJ008459	U+5599	12	カイ・くちばし
MJ008460	U+5599	12	カイ・くちばし
MJ008461	U+5599	12	カイ・くちばし
MJ008465	U+559C	12	キ・よろこぶ
MJ008470	U+559E	12	ショク・ソク・シツ・シチ・シキ・かこつ
MJ008481	U+55A8	12	リョウ
MJ008483	U+55A9	12	ユ・さとす・たとえる
MJ008485	U+55AB	12	キツ・ケキ・キャク・カイ・ケ・のむ
MJ008487	U+55AB	12	キツ・のむ
MJ008488	U+55AB	12	キツ・くう・のむ
MJ008493	U+55B0	12	サン・ソン・くい・くう・くらう
MJ008502	U+55BB	12	ユ・さとす・さとる・たとえる
MJ008508	U+55C2	13	トウ
MJ008512	U+55C5	12	キュウ・かぐ
MJ008524	U+55D0	13	カツ・ゲチ・カイ・ガイ
MJ008527	U+55D2	13	トウ
MJ008538	U+55DD	13	カク・キャク
MJ008541	U+55DE	13	シ
MJ008545	U+55E2	12	オツ・オチ・アツ・むせぶ
MJ008550	U+55E4	13	シ・わらう
MJ008551	U+55E4	13	シ・わらう
MJ008561	U+55F9	13	レン
MJ008575	U+5605	14	ガイ・カイ・なげく
MJ008576	U+5605	15	ガイ・カイ・なげく
MJ008577	U+5605	15	ガイ・カイ・かい・なげく
MJ008582	U+5609	14	カ・ケ・ゲ・よい・よしみ・よみする
MJ008583	U+5609	14	カ・よい・よみする
MJ008596	U+5614	14	オウ・ク・オ・ウ・シュ・うたう・はく
MJ008604	U+561B	14	マ
MJ008611	U+5629	15	カ
MJ008614	U+562C	15	サイ・セ・セイ・かむ・くらう
MJ008620	U+5630	15	キ
MJ008623	U+5632	15	チョウ・トウ・あざける
MJ008637	U+563E	15	タン・ドン・むさぼる
MJ008642	U+5642	15	ソン・うわさ
MJ008643	U+5642	15	ソン・うわさ
MJ008646	U+5644	15	キツ・のむ・すう・くう
MJ008648	U+5646	15	サン・ソウ
MJ008651	U+5647	15	トウ・ドウ
MJ008656	U+564C	14	ソ・ソウ・ショウ・ジョウ
MJ008674	U+5660	15	タツ・タチ・ダチ
MJ008687	U+566B	16	アイ・イ・オク・エ・ヨク・イキ・ああ・おくび
MJ008694	U+5671	16	キャク
MJ008698	U+5674	16	フン・ホン・ふく
MJ008699	U+5674	15	フン・ふく
MJ008701	U+5676	16	カチ・カツ・ガ
MJ008705	U+5678	16	トン・とん
MJ008712	U+5680	17	ネイ
MJ008715	U+5683	16	トウ・タイ・すする
MJ008718	U+5684	17	カク・ワク
MJ008721	U+5686	17	コウ・キョウ・さけぶ
MJ008726	U+568A	17	かかあ
MJ008734	U+5694	18	テイ
MJ008735	U+5694	18	テイ・くさめ
MJ008745	U+569D	17	コウ
MJ008750	U+56A0	16	リュウ・ル・さわやか
MJ008753	U+56A5	18	イン・エン・のど・のむ・むせぶ
MJ008758	U+56A8	19	ロウ・ル・のど
MJ008765	U+56AE	19	キョウ・コウ・さきに・むかう
MJ008766	U+56AE	17	キョウ・コウ・さきに・むかう
MJ008767	U+56AE	19	キョウ・コウ・さきに・むかう
MJ008779	U+56BC	20	シャク・かむ
MJ008783	U+56C0	21	テン・さえずる
MJ008786	U+56C1	21	ショウ・ささやく
MJ008787	U+56C1	21	ショウ・ささやく
MJ008794	U+56C8	22	ゲイ・うわごと
MJ008799	U+56CC	23	ソ
MJ008802	U+56CE	21	そ
MJ008803	U+56CE	22	そ
MJ008809	U+56D3	24	ゲツ・かむ
MJ008810	U+56D3	24	ゲツ・ケツ・ゲチ・かむ
MJ008817	U+56DB	5	シ・よ・よつ・よっつ・よん
MJ008837	U+56EE	7	ガ・ウ・カ・ユウ・おとり
MJ008844	U+56F6	8	コク・くに
MJ008856	U+5702	10	コン・カン・かわや
MJ008862	U+5708	11	ケン・ゲン・ガン・ゴン・カン・おり・かこい
MJ008865	U+570A	11	セイ・ショウ・かわや
MJ008869	U+570D	13	イ・かこむ
MJ008870	U+570D	12	イ・かこむ
MJ008871	U+570D	13	イ・かこむ
MJ008875	U+5711	13	フ・ボ・ホ・はたけ
MJ008881	U+5716	15	ト・ズ・はかる
MJ008882	U+5717	14	ト
MJ008888	U+571B	16	エキ・ヤク・めぐりゆく
MJ008897	U+5723	5	コツ・コチ・セイ
MJ008907	U+572C	6	オ・ウ
MJ008917	U+5734	6	シャク・サク・キン・ととのえる・ひとしい
MJ008935	U+5747	7	キン・イン・ウン・ととのえる・ひとしい
MJ008937	U+5748	7	コウ・キョウ・ジョウ
MJ008966	U+576A	8	ヘイ・ビョウ・つぼ
MJ008997	U+5789	8	ホウ・くずれる
MJ008999	U+578B	11	ケイ・かた
MJ009008	U+5793	9	ガイ・カイ
MJ009010	U+5794	9	イン・トウ・ズ
MJ009020	U+579D	9	キ
MJ009055	U+57C8	10	シュン
MJ009063	U+57CE	10	ジョウ・セイ・しろ
MJ009068	U+57D2	10	ラチ・レツ・かこい
MJ009069	U+57D3	10	ラチ・かこい
MJ009074	U+57D5	10	テイ
MJ009091	U+57E7	11	ク・グ
MJ009106	U+57F4	11	ショク
MJ009110	U+57F6	11	セイ・いきおい
MJ009113	U+57F8	11	ジョウ・エキ・チョウ・ば・さかい
MJ009134	U+580B	11	ホウ・ボウ・ヒョウ・ほうむる
MJ009143	U+5819	12	イン・ふさぐ
MJ009150	U+581F	12	テン・デン・うね
MJ009168	U+5830	12	エン・オン・せき・せく
MJ009170	U+5831	13	ホウ・むくいる
MJ009172	U+5832	12	シツ・シチ・ショク・ジキ・シキ・シ
MJ009175	U+5834	12	ジョウ・ば
MJ009176	U+5835	11	ト・ツ・シャ・ジャ・かき
MJ009180	U+5837	12	アン・オン
MJ009187	U+583D	13	コウ・おか
MJ009195	U+584C	13	トウ
MJ009201	U+5851	13	ソ・ス・でく
MJ009206	U+5854	13	トウ
MJ009210	U+5858	13	トウ・ドウ・つつみ
MJ009213	U+5859	14	カク・はなわ・かたい
MJ009214	U+5859	14	はなわ
MJ009216	U+585A	12	チョウ・つか
MJ009222	U+585F	13	ソウ・ほうむる
MJ009237	U+5870	12	あま
MJ009254	U+5880	14	チ・ジ・にわ
MJ009257	U+5881	14	バン・マン・ぬる
MJ009260	U+5883	14	キョウ・ケイ・さかい
MJ009270	U+588D	14	キ・ギ・ケ・カイ・ガイ
MJ009272	U+588D	14	キ・ギ・ケ・カイ・ガイ
MJ009280	U+5893	14	ボ・モ・はか
MJ009285	U+589C	15	ツイ・ズイ・チュツ・ジュチ・おちる
MJ009287	U+589C	15	ツイ
MJ009290	U+589E	15	ゾウ・ます・ふえる・ふやす
MJ009292	U+589F	14	キョ・あと
MJ009305	U+58AB	15	ソン
MJ009306	U+58AB	15	ソン
MJ009320	U+58B8	14	
MJ009323	U+58BA	15	オウ・きし
MJ009334	U+58C4	16	ヤ・の
MJ009338	U+58C7	16	ダン・タン
MJ009345	U+58CE	16	ケン・クン・つちぶえ
MJ009348	U+58D0	17	ジ・シ・しるし・おしで
MJ009351	U+58D2	17	カイ・アイ
MJ009353	U+58D3	17	アツ・オウ・エン・ヨウ・ジョウ・ニョウ・おさえる
MJ009356	U+58D5	17	ゴウ・ほり
MJ009361	U+58D9	17	コウ・あな
MJ009365	U+58DD	18	イ
MJ009369	U+58DF	19	ロウ・ル・リョウ・リュ・うね・つか
MJ009371	U+58E0	19	リョウ・ロウ・ル・リュウ・リュ・つか・うね
MJ009373	U+58E1	19	
MJ009378	U+58E5	19	
MJ009390	U+58F3	7	マイ・バイ・バ・うる・うれる
MJ009392	U+58F4	9	シュ・チュ
MJ009408	U+5905	6	コウ・ふる
MJ009414	U+590A	3	スイ・すいにょう
MJ009419	U+590F	10	カ・ゲ・なつ
MJ009423	U+5912	19	ドウ・ノウ
MJ009425	U+5913	18	カ
MJ009427	U+5914	20	キ・ギ
MJ009428	U+5914	21	キ・ギ
MJ009432	U+5916	5	ガイ・ゲ・そと・ほか・はずす・はずれる
MJ009434	U+5917	6	エン・オン
MJ009439	U+591B	6	タ・おおい
MJ009447	U+5922	14	ム・ボウ・ゆめ
MJ009469	U+5938	6	カ・コ・ケ・ク
MJ009480	U+5946	8	ケン・ガン
MJ009490	U+5951	9	ケイ・ケツ・ケチ・セツ・セチ・キツ・コチ・カツ・ちぎる
MJ009492	U+5951	9	ケイ・ケツ・ちぎる
MJ009493	U+5951	9	ケイ・ケツ・セツ・キツ・ちぎる・ちぎり
MJ009495	U+5953	9	タ・シャ・シ
MJ009498	U+5954	9	ホン・フン・はしる
MJ009503	U+5958	9	ソウ・ゾウ・ジョウ・さかん・おおきい
MJ009513	U+595F	11	コウ・ホウ・ヒョウ
MJ009515	U+5960	12	テン・デン・テイ・ジョウ・さだめる・まつる
MJ009516	U+5960	12	テン・デン・テイ・チョウ・ジョウ・さだめる・まつる
MJ009517	U+5960	12	テン・デン・さだめる・まつる
MJ009520	U+5962	11	おごる
MJ009522	U+5963	12	オウ・コウ・あきらか
MJ009525	U+5965	13	オウ・おく
MJ009531	U+5969	14	レン・くしげ
MJ009542	U+5972	23	シャ
MJ009557	U+5981	6	シャク・なこうど
MJ009561	U+5983	6	ヒ
MJ009563	U+5984	6	モウ・ボウ・ハイ・みだり
MJ009586	U+599B	7	シ
MJ009592	U+59A0	7	ドウ・ノウ・ダツ・ナチ・ダン・ナン
MJ009598	U+59A5	7	ダ・タ・タイ・テ・やすい
MJ009637	U+59CD	8	サン・セン・ハン・サツ・サチ
MJ009648	U+59D8	11	ホウ・ヒョウ・ヘイ・ビョウ
MJ009651	U+59DA	9	ヨウ
MJ009661	U+59E3	9	コウ・キョウ・ギョウ
MJ009671	U+59EC	10	シン・ひめ
MJ009690	U+59FF	9	シ・すがた
MJ009694	U+5A01	9	イ・おどす
MJ009720	U+5A1C	10	ダ・ナ
MJ009735	U+5A29	11	ベン・バン・マン・メン・ブン・モン・うむ
MJ009745	U+5A36	11	シュ・めとる
MJ009763	U+5A48	11	リョウ
MJ009769	U+5A4C	11	シュク
MJ009796	U+5A66	11	フ・ブ・フウ・よめ
MJ009799	U+5A67	11	セイ・ショウ
MJ009805	U+5A6C	11	イン・みだら
MJ009821	U+5A7E	12	ツ・トウ・ユ・ぬすむ
MJ009846	U+5A96	12	エイ・ヨウ
MJ009851	U+5A9B	12	エン・オン・ひめ
MJ009860	U+5AA2	12	ボウ・ねたむ
MJ009876	U+5AB5	13	ヨウ・ショウ・そいよめ
MJ009882	U+5ABA	13	ビ・ミ・よい・うつくしい
MJ009883	U+5ABA	13	ビ・ミ
MJ009887	U+5ABE	13	コウ・ク・よしみ
MJ009892	U+5AC1	13	カ・よめ・とつぐ
MJ009894	U+5AC2	13	ソウ・あによめ
MJ009895	U+5AC2	10	ソウ・あによめ
MJ009908	U+5ACB	13	ジョウ・たおやか
MJ009909	U+5ACC	13	ケン・ゲン・きらう・いや
MJ009918	U+5AD7	14	ウ・ヨ・オ・コウ・ク・オウ・おうな
MJ009921	U+5ADA	14	エン・マン・ベン・メン・バン・あなどる・おごる・けがす・やわらかい・ゆるやか
MJ009924	U+5ADB	14	エイ・イ
MJ009926	U+5ADC	14	ショウ
MJ009930	U+5ADF	14	ニキ・ジョク
MJ009933	U+5AE1	14	チャク・よつぎ
MJ009969	U+5B05	15	カ・ゲ
MJ010009	U+5B2A	18	ヒン・ひめ
MJ010020	U+5B34	16	エイ・あまる
MJ010021	U+5B34	16	エイ
MJ010025	U+5B36	17	かか・かかあ
MJ010033	U+5B3E	19	ラン・おこたる・ものうい
MJ010061	U+5B5A	7	フ・フウ・ブ・たまご・はぐくむ
MJ010071	U+5B64	8	コ・ク・みなしご
MJ010072	U+5B64	8	コ・ク・みなしご
MJ010078	U+5B69	9	ガイ・カイ・ちのみご
MJ010088	U+5B73	13	ジ・シ・うむ・しげる
MJ010091	U+5B75	14	フ・かえす
MJ010093	U+5B76	12	ジ・シ・うむ・しげる・つとめる・ふたご
MJ010099	U+5B7C	19	ゲツ・ゲチ・かざす・くずれる・ひこばえ・わきばら・わざわい
MJ010101	U+5B7D	20	ゲツ・わざわい
MJ010122	U+5B90	8	ギ
MJ010140	U+5BA3	9	セン・のたまう
MJ010158	U+5BB2	10	ホウ・ジツ
MJ010159	U+5BB3	10	ガイ・カイ・カツ・ガチ・そこなう
MJ010161	U+5BB3	10	ガイ・そこなう
MJ010163	U+5BB5	10	ショウ・よい
MJ010166	U+5BB6	10	カ・ケ・いえ・や
MJ010176	U+5BC0	11	サイ
MJ010180	U+5BC3	11	エン・うらみ・かがむ
MJ010181	U+5BC3	12	エン・うらみ
MJ010186	U+5BC7	11	コウ・ク・あだ・あだする
MJ010187	U+5BC8	11	セイ
MJ010197	U+5BD0	11	ビ・ミ・しぬ・ねる
MJ010200	U+5BD2	12	カン・ガン・さむい
MJ010206	U+5BD7	13	デイ・ニョウ・ネイ・いずくんぞ・なんぞ・ねんごろ・むしろ・やすい
MJ010207	U+5BD7	14	ネイ
MJ010208	U+5BD7	13	ネイ・ニョウ・やすい・むしろ・なんぞ・いずくんぞ
MJ010211	U+5BD9	13	ユ
MJ010214	U+5BDB	14	カン
MJ010218	U+5BDE	14	バク・マク・さびしい
MJ010223	U+5BE2	14	シン・ねる
MJ010226	U+5BE4	13	ゴ・ゆめ・さとる・さめる
MJ010228	U+5BE5	14	リョウ・さびしい
MJ010230	U+5BE7	14	ネイ・ニョウ・やすい
MJ010237	U+5BEC	15	カン・ひろい
MJ010238	U+5BEC	14	カン・ひろい・くつろぐ・ひろ・ゆたか・ゆるす・ゆるやか
MJ010249	U+5BF5	19	チョウ・チュ・ロウ・ル・あいする・めぐみ・めぐむ
MJ010250	U+5BF5	19	チュ・チョウ・ル・ロウ・あいす・めぐみ・めぐむ
MJ010257	U+5BFD	7	リツ・リチ
MJ010259	U+5BFF	7	ジュ・ことぶき
MJ010266	U+5C04	10	シャ・いる
MJ010268	U+5C06	10	ショウ
MJ010270	U+5C06	9	ショウ・ソウ
MJ010273	U+5C08	11	セン・もっぱら
MJ010275	U+5C0A	12	ソン・たっとい・とうとい・たっとぶ・とうとぶ
MJ010277	U+5C0A	12	ソン・たっとい・とうとい・たっとぶ・とうとぶ
MJ010278	U+5C0B	12	ジン・シン・たずねる
MJ010283	U+5C0E	16	ドウ・トウ・みちびく
MJ010295	U+5C19	8	ショウ
MJ010305	U+5C23	4	オウ
MJ010309	U+5C28	7	ボウ・モウ・ム・むくいぬ
MJ010311	U+5C28	7	ボウ・むくいぬ
MJ010317	U+5C2D	9	ギョウ・たかい
MJ010318	U+5C2D	8	ギョウ・たかい
MJ010330	U+5C39	4	イン・おさ・ただす
MJ010343	U+5C46	8	カイ・とどける
MJ010353	U+5C4F	9	ビョウ・ヘイ・しりぞく
MJ010356	U+5C51	10	セツ・ソツ・セチ・ソチ・くず・いさぎよい
MJ010359	U+5C53	10	フ・フウ・ブ・おう・そむく
MJ010362	U+5C55	11	テン・つらねる・のびる・のべる
MJ010374	U+5C60	12	ト・ズ・チョ・ジョ・ほふる
MJ010379	U+5C65	15	リ・はく
MJ010410	U+5C88	7	ガ・カ・ケ
MJ010417	U+5C8C	6	キュウ・たかい
MJ010418	U+5C8D	7	ケン
MJ010427	U+5C94	7	タ
MJ010466	U+5CBC	8	ユリ
MJ010507	U+5CED	10	ショウ・きびしい・けわしい
MJ010522	U+5CFA	10	コウ
MJ010523	U+5CFB	10	シュン・けわしい・たかい
MJ010532	U+5D06	11	コウ・ク
MJ010538	U+5D0B	11	カ・ゲ
MJ010553	U+5D1A	11	リョウ
MJ010558	U+5D1D	11	ソウ・ジョウ
MJ010563	U+5D21	11	カン・ゲン
MJ010565	U+5D22	11	ソウ
MJ010571	U+5D27	11	スウ・そばだつ
MJ010573	U+5D29	11	ホウ・くずれる・くずす
MJ010576	U+5D2A	11	シュツ・けわしい
MJ010593	U+5D3F	12	ガク
MJ010596	U+5D41	12	カン・ガン・サン・ザン・チン・ケン・コン・ゴン
MJ010634	U+5D69	14	スウ・かさむ・たかい・かさ
MJ010637	U+5D6B	13	ジ・シ
MJ010641	U+5D6E	13	テン
MJ010650	U+5D76	13	たお
MJ010663	U+5D82	14	ショウ・みね
MJ010669	U+5D87	14	ク・けわしい
MJ010678	U+5D90	14	リュウ
MJ010681	U+5D92	14	ソウ・ショウ・ジョウ・ゾウ・けわしい
MJ010688	U+5D99	15	リン
MJ010714	U+5DB2	16	スイ
MJ010727	U+5DC1	18	レイ・ライ・レツ・レチ
MJ010731	U+5DC3	19	ロウ・ル
MJ010732	U+5DC3	18	ル・ロウ・さがしい
MJ010738	U+5DC9	21	ザン
MJ010742	U+5DCD	21	ギ・ガイ・ゲ・たかい
MJ010743	U+5DCD	21	ギ・たかい
MJ010744	U+5DCD	21	ギ・たかい
MJ010745	U+5DCE	22	ドウ
MJ010752	U+5DD3	22	テン・いただき
MJ010753	U+5DD3	22	テン・いただき・おちる
MJ010757	U+5DD9	23	キ・ギ・ドウ・ノウ
MJ010758	U+5DD9	23	キ・ギ
MJ010768	U+5DE1	7	ジュン・シュン・エン・めぐる
MJ010770	U+5DE2	14	ソウ
MJ010776	U+5DE8	5	キョ・おおきい
MJ010779	U+5DE9	6	キョウ・ク・つかねる
MJ010790	U+5DF7	9	コウ・ゴウ・ちまた
MJ010792	U+5DF8	10	イ・キ・うつくしい
MJ010794	U+5DF8	11	イ・キ・うつくしい
MJ010799	U+5DFB	9	カン・ケン・まく・まき
MJ010800	U+5DFD	12	ソン・サン・セン・たつみ
MJ010802	U+5DFD	12	ソン・たつみ
MJ010823	U+5E13	8	バツ・マチ・マツ・メチ・ずきん
MJ010831	U+5E1A	8	シュウ・ソウ・シュ・ほうき
MJ010834	U+5E1D	9	テイ・みかど
MJ010840	U+5E23	9	ケン・ゲン・ふくろ
MJ010845	U+5E28	10	エツ・ゼイ・よろこぶ
MJ010853	U+5E2E	10	ホウ
MJ010856	U+5E30	10	キ・かえる・かえす
MJ010857	U+5E30	10	キ・かえる・かえす
MJ010867	U+5E3D	12	ボウ・モウ
MJ010870	U+5E3E	11	ト・ツ・はた
MJ010874	U+5E42	12	ベキ・ミャク
MJ010877	U+5E43	13	イ・キ・とばり
MJ010878	U+5E43	13	イ・とばり
MJ010895	U+5E54	14	マン・バン・まく
MJ010898	U+5E55	14	マク・バク・バン・マン・まく
MJ010902	U+5E59	14	バク・ボ・まく
MJ010906	U+5E5B	14	ショウ
MJ010911	U+5E5F	15	シ・のぼり・はた・しるし
MJ010915	U+5E62	15	トウ・ドウ・ズ・はた
MJ010916	U+5E63	15	ヘイ・ベイ・ぬさ
MJ010919	U+5E64	15	ヘイ・ベイ・ぜに・たから・ぬさ・きぬ
MJ010924	U+5E69	15	フン・ヒ・ブン
MJ010925	U+5E6A	17	ボウ・モ・モウ・おおい
MJ010927	U+5E6A	16	ボウ・モウ・モ・おおう・おおい
MJ010930	U+5E6D	18	メチ・マチ・ベツ・バツ・おおい
MJ010931	U+5E6D	18	ベツ・バツ・おおい
MJ010933	U+5E6D	17	メチ・マチ・ベツ・バツ・おおい
MJ010935	U+5E6F	18	セツ・セチ・サツ・サチ
MJ010939	U+5E70	19	ケン・コン・ほろ
MJ010942	U+5E73	5	ヘイ・ビョウ・ヘン・ベン・たいら・ひら
MJ010945	U+5E74	6	ネン・とし
MJ010947	U+5E75	6	ケン・ゲン・たいら・たいらか
MJ010948	U+5E75	6	ケン・ゲン
MJ010980	U+5E96	8	ホウ・ビョウ・くりや
MJ011003	U+5EAC	10	ボウ・モ・モウ
MJ011004	U+5EAC	10	ボウ・モ・モウ
MJ011005	U+5EAD	10	テイ・チョウ・ジョウ・にわ
MJ011016	U+5EB7	10	コウ
MJ011019	U+5EB9	11	タ・ダ・タク
MJ011023	U+5EBB	11	ショ
MJ011026	U+5EBE	12	ユ・くら
MJ011028	U+5EBF	12	ビョウ
MJ011038	U+5EC9	13	レン・やすい
MJ011041	U+5ECB	12	シュウ・ソウ・シュ・かくす・かくれる・もとめる
MJ011046	U+5ECF	14	キュウ・ク・うまや
MJ011048	U+5ED0	14	キュウ・うまや
MJ011049	U+5ED0	13	キュウ・うまや
MJ011050	U+5ED0	14	キュウ・うまや
MJ011051	U+5ED0	15	キュウ・うまや
MJ011052	U+5ED0	15	キュウ・うまや
MJ011059	U+5ED6	14	リョウ
MJ011063	U+5ED9	15	ヨク・ヨキ・イ
MJ011070	U+5EDF	15	ビョウ・ミョウ
MJ011071	U+5EE0	15	ショウ
MJ011075	U+5EE3	14	コウ・ひろい・ひろまる・ひろがる
MJ011076	U+5EE3	14	コウ・ひろい・ひろまる・ひろがる
MJ011078	U+5EE3	14	コウ・ひろい
MJ011099	U+5EF4	3	イン・いんにょう・えんにょう
MJ011100	U+5EF6	7	エン・のびる・のべる・のばす
MJ011102	U+5EF6	7	エン・のびる・のべる・のばす
MJ011103	U+5EF7	7	テイ・ジョウ
MJ011105	U+5EF7	7	テイ
MJ011107	U+5EF8	8	テキ・みち
MJ011109	U+5EF9	8	ハク・ヒャク・せまる
MJ011110	U+5EFA	9	ケン・コン・たてる・たつ
