MJ文字図形名	対応UCS	読み
MJ008229	U+54AC	コウ・かむ
MJ008235	U+54B2	ショウ・さく・さき
MJ008239	U+54B5	カ・ケ
MJ008261	U+54C9	サイ・かな・や
MJ008266	U+54CE	ガイ・アイ
MJ008271	U+54E0	コウ・しゃべる
MJ008280	U+54E8	ショウ・ソウ・チョウ・みはり
MJ008291	U+54F2	テツ・あきらか
MJ008303	U+54FD	コウ・むせぶ
MJ008313	U+5506	サ・セ・そそのかす
MJ008321	U+550C	セン・タン・エン・ゼン・しぶき・よだれ
MJ008325	U+5510	トウ・ドウ・から
MJ008350	U+5533	レイ・レチ・ライ・レツ
MJ008351	U+5533	レイ・レツ
MJ008358	U+5539	オ・ヨ
MJ008371	U+5544	タク・チョク・トク・チュウ・ついばむ・くちばし
MJ008372	U+5544	タク
MJ008373	U+5544	タク
MJ008374	U+5544	タク
MJ008377	U+5546	ショウ・あきなう
MJ008384	U+554C	コウ
MJ008391	U+5553	ケイ・ひらく
MJ008401	U+555A	ヒ・ト
MJ008405	U+555D	カ
MJ008415	U+5568	エイ・ヨウ・セイ・ジョウ
MJ008421	U+557C	テイ・なく
MJ008430	U+5584	ゼン・よい
MJ008431	U+5584	ゼン・よい
MJ008432	U+5584	ゼン・よい
MJ008433	U+5584	セン・ゼン・よきこと・よく・よくす・よしとする・よみす・よい
MJ008436	U+5586	テツ・あきらか
MJ008446	U+558F	ジャ・ニャ・ジャク・ニャク・ダク
MJ008449	U+5591	イン・オン・アン・なく・おし
MJ008452	U+5593	ヨウ
MJ008459	U+5599	カイ・くちばし
MJ008460	U+5599	カイ・くちばし
MJ008461	U+5599	カイ・くちばし
MJ008465	U+559C	キ・よろこぶ
MJ008470	U+559E	ショク・ソク・シツ・シチ・シキ・かこつ
MJ008481	U+55A8	リョウ
MJ008483	U+55A9	ユ・さとす・たとえる
MJ008485	U+55AB	キツ・ケキ・キャク・カイ・ケ・のむ
MJ008487	U+55AB	キツ・のむ
MJ008488	U+55AB	キツ・くう・のむ
MJ008493	U+55B0	サン・ソン・くい・くう・くらう
MJ008502	U+55BB	ユ・さとす・さとる・たとえる
MJ008508	U+55C2	トウ
MJ008512	U+55C5	キュウ・かぐ
MJ008524	U+55D0	カツ・ゲチ・カイ・ガイ
MJ008527	U+55D2	トウ
MJ008538	U+55DD	カク・キャク
MJ008541	U+55DE	シ
MJ008545	U+55E2	オツ・オチ・アツ・むせぶ
MJ008550	U+55E4	シ・わらう
MJ008551	U+55E4	シ・わらう
MJ008561	U+55F9	レン
MJ008575	U+5605	ガイ・カイ・なげく
MJ008576	U+5605	ガイ・カイ・なげく
MJ008577	U+5605	ガイ・カイ・かい・なげく
MJ008582	U+5609	カ・ケ・ゲ・よい・よしみ・よみする
MJ008583	U+5609	カ・よい・よみする
MJ008596	U+5614	オウ・ク・オ・ウ・シュ・うたう・はく
MJ008604	U+561B	マ
MJ008611	U+5629	カ
MJ008614	U+562C	サイ・セ・セイ・かむ・くらう
MJ008620	U+5630	キ
MJ008623	U+5632	チョウ・トウ・あざける
MJ008637	U+563E	タン・ドン・むさぼる
MJ008642	U+5642	ソン・うわさ
MJ008643	U+5642	ソン・うわさ
MJ008646	U+5644	キツ・のむ・すう・くう
MJ008648	U+5646	サン・ソウ
MJ008651	U+5647	トウ・ドウ
MJ008656	U+564C	ソ・ソウ・ショウ・ジョウ
MJ008674	U+5660	タツ・タチ・ダチ
MJ008687	U+566B	アイ・イ・オク・エ・ヨク・イキ・ああ・おくび
MJ008694	U+5671	キャク
MJ008698	U+5674	フン・ホン・ふく
MJ008699	U+5674	フン・ふく
MJ008701	U+5676	カチ・カツ・ガ
MJ008705	U+5678	トン・とん
MJ008712	U+5680	ネイ
MJ008715	U+5683	トウ・タイ・すする
MJ008718	U+5684	カク・ワク
MJ008721	U+5686	コウ・キョウ・さけぶ
MJ008726	U+568A	かかあ
MJ008734	U+5694	テイ
MJ008735	U+5694	テイ・くさめ
MJ008745	U+569D	コウ
MJ008750	U+56A0	リュウ・ル・さわやか
MJ008753	U+56A5	イン・エン・のど・のむ・むせぶ
MJ008758	U+56A8	ロウ・ル・のど
MJ008765	U+56AE	キョウ・コウ・さきに・むかう
MJ008766	U+56AE	キョウ・コウ・さきに・むかう
MJ008767	U+56AE	キョウ・コウ・さきに・むかう
MJ008779	U+56BC	シャク・かむ
MJ008783	U+56C0	テン・さえずる
MJ008786	U+56C1	ショウ・ささやく
MJ008787	U+56C1	ショウ・ささやく
MJ008794	U+56C8	ゲイ・うわごと
MJ008799	U+56CC	ソ
MJ008802	U+56CE	そ
MJ008803	U+56CE	そ
MJ008809	U+56D3	ゲツ・かむ
MJ008810	U+56D3	ゲツ・ケツ・ゲチ・かむ
MJ008817	U+56DB	シ・よ・よつ・よっつ・よん
MJ008837	U+56EE	ガ・ウ・カ・ユウ・おとり
MJ008844	U+56F6	コク・くに
MJ008856	U+5702	コン・カン・かわや
MJ008862	U+5708	ケン・ゲン・ガン・ゴン・カン・おり・かこい
MJ008865	U+570A	セイ・ショウ・かわや
MJ008869	U+570D	イ・かこむ
MJ008870	U+570D	イ・かこむ
MJ008871	U+570D	イ・かこむ
MJ008875	U+5711	フ・ボ・ホ・はたけ
MJ008881	U+5716	ト・ズ・はかる
MJ008882	U+5717	ト
MJ008888	U+571B	エキ・ヤク・めぐりゆく
MJ008897	U+5723	コツ・コチ・セイ
MJ008907	U+572C	オ・ウ
MJ008917	U+5734	シャク・サク・キン・ととのえる・ひとしい
MJ008935	U+5747	キン・イン・ウン・ととのえる・ひとしい
MJ008937	U+5748	コウ・キョウ・ジョウ
MJ008966	U+576A	ヘイ・ビョウ・つぼ
MJ008997	U+5789	ホウ・くずれる
MJ008999	U+578B	ケイ・かた
MJ009008	U+5793	ガイ・カイ
MJ009010	U+5794	イン・トウ・ズ
MJ009020	U+579D	キ
MJ009055	U+57C8	シュン
MJ009063	U+57CE	ジョウ・セイ・しろ
MJ009068	U+57D2	ラチ・レツ・かこい
MJ009069	U+57D3	ラチ・かこい
MJ009074	U+57D5	テイ
MJ009091	U+57E7	ク・グ
MJ009106	U+57F4	ショク
MJ009110	U+57F6	セイ・いきおい
MJ009113	U+57F8	ジョウ・エキ・チョウ・ば・さかい
MJ009134	U+580B	ホウ・ボウ・ヒョウ・ほうむる
MJ009143	U+5819	イン・ふさぐ
MJ009150	U+581F	テン・デン・うね
MJ009168	U+5830	エン・オン・せき・せく
MJ009170	U+5831	ホウ・むくいる
MJ009172	U+5832	シツ・シチ・ショク・ジキ・シキ・シ
MJ009175	U+5834	ジョウ・ば
MJ009176	U+5835	ト・ツ・シャ・ジャ・かき
MJ009180	U+5837	アン・オン
MJ009187	U+583D	コウ・おか
MJ009195	U+584C	トウ
MJ009201	U+5851	ソ・ス・でく
MJ009206	U+5854	トウ
MJ009210	U+5858	トウ・ドウ・つつみ
MJ009213	U+5859	カク・はなわ・かたい
MJ009214	U+5859	はなわ
MJ009216	U+585A	チョウ・つか
MJ009222	U+585F	ソウ・ほうむる
MJ009237	U+5870	あま
MJ009254	U+5880	チ・ジ・にわ
MJ009257	U+5881	バン・マン・ぬる
MJ009260	U+5883	キョウ・ケイ・さかい
MJ009270	U+588D	キ・ギ・ケ・カイ・ガイ
MJ009272	U+588D	キ・ギ・ケ・カイ・ガイ
MJ009280	U+5893	ボ・モ・はか
MJ009285	U+589C	ツイ・ズイ・チュツ・ジュチ・おちる
MJ009287	U+589C	ツイ
MJ009290	U+589E	ゾウ・ます・ふえる・ふやす
MJ009292	U+589F	キョ・あと
MJ009305	U+58AB	ソン
MJ009306	U+58AB	ソン
MJ009320	U+58B8	
MJ009323	U+58BA	オウ・きし
MJ009334	U+58C4	ヤ・の
MJ009338	U+58C7	ダン・タン
MJ009345	U+58CE	ケン・クン・つちぶえ
MJ009348	U+58D0	ジ・シ・しるし・おしで
MJ009351	U+58D2	カイ・アイ
MJ009353	U+58D3	アツ・オウ・エン・ヨウ・ジョウ・ニョウ・おさえる
MJ009356	U+58D5	ゴウ・ほり
MJ009361	U+58D9	コウ・あな
MJ009365	U+58DD	イ
MJ009369	U+58DF	ロウ・ル・リョウ・リュ・うね・つか
MJ009371	U+58E0	リョウ・ロウ・ル・リュウ・リュ・つか・うね
MJ009373	U+58E1	
MJ009378	U+58E5	
MJ009390	U+58F3	マイ・バイ・バ・うる・うれる
MJ009392	U+58F4	シュ・チュ
MJ009408	U+5905	コウ・ふる
MJ009414	U+590A	スイ・すいにょう
MJ009419	U+590F	カ・ゲ・なつ
MJ009423	U+5912	ドウ・ノウ
MJ009425	U+5913	カ
MJ009427	U+5914	キ・ギ
MJ009428	U+5914	キ・ギ
MJ009432	U+5916	ガイ・ゲ・そと・ほか・はずす・はずれる
MJ009434	U+5917	エン・オン
MJ009439	U+591B	タ・おおい
MJ009447	U+5922	ム・ボウ・ゆめ
MJ009469	U+5938	カ・コ・ケ・ク
MJ009480	U+5946	ケン・ガン
MJ009490	U+5951	ケイ・ケツ・ケチ・セツ・セチ・キツ・コチ・カツ・ちぎる
MJ009492	U+5951	ケイ・ケツ・ちぎる
MJ009493	U+5951	ケイ・ケツ・セツ・キツ・ちぎる・ちぎり
MJ009495	U+5953	タ・シャ・シ
MJ009498	U+5954	ホン・フン・はしる
MJ009503	U+5958	ソウ・ゾウ・ジョウ・さかん・おおきい
MJ009513	U+595F	コウ・ホウ・ヒョウ
MJ009515	U+5960	テン・デン・テイ・ジョウ・さだめる・まつる
MJ009516	U+5960	テン・デン・テイ・チョウ・ジョウ・さだめる・まつる
MJ009517	U+5960	テン・デン・さだめる・まつる
MJ009520	U+5962	おごる
MJ009522	U+5963	オウ・コウ・あきらか
MJ009525	U+5965	オウ・おく
MJ009531	U+5969	レン・くしげ
MJ009542	U+5972	シャ
MJ009557	U+5981	シャク・なこうど
MJ009561	U+5983	ヒ
MJ009563	U+5984	モウ・ボウ・ハイ・みだり
MJ009586	U+599B	シ
MJ009592	U+59A0	ドウ・ノウ・ダツ・ナチ・ダン・ナン
MJ009598	U+59A5	ダ・タ・タイ・テ・やすい
MJ009637	U+59CD	サン・セン・ハン・サツ・サチ
MJ009648	U+59D8	ホウ・ヒョウ・ヘイ・ビョウ
MJ009651	U+59DA	ヨウ
MJ009661	U+59E3	コウ・キョウ・ギョウ
MJ009671	U+59EC	シン・ひめ
MJ009690	U+59FF	シ・すがた
MJ009694	U+5A01	イ・おどす
MJ009720	U+5A1C	ダ・ナ
MJ009735	U+5A29	ベン・バン・マン・メン・ブン・モン・うむ
MJ009745	U+5A36	シュ・めとる
MJ009763	U+5A48	リョウ
MJ009769	U+5A4C	シュク
MJ009796	U+5A66	フ・ブ・フウ・よめ
MJ009799	U+5A67	セイ・ショウ
MJ009805	U+5A6C	イン・みだら
MJ009821	U+5A7E	ツ・トウ・ユ・ぬすむ
MJ009846	U+5A96	エイ・ヨウ
MJ009851	U+5A9B	エン・オン・ひめ
MJ009860	U+5AA2	ボウ・ねたむ
MJ009876	U+5AB5	ヨウ・ショウ・そいよめ
MJ009882	U+5ABA	ビ・ミ・よい・うつくしい
MJ009883	U+5ABA	ビ・ミ
MJ009887	U+5ABE	コウ・ク・よしみ
MJ009892	U+5AC1	カ・よめ・とつぐ
MJ009894	U+5AC2	ソウ・あによめ
MJ009895	U+5AC2	ソウ・あによめ
MJ009908	U+5ACB	ジョウ・たおやか
MJ009909	U+5ACC	ケン・ゲン・きらう・いや
MJ009918	U+5AD7	ウ・ヨ・オ・コウ・ク・オウ・おうな
MJ009921	U+5ADA	エン・マン・ベン・メン・バン・あなどる・おごる・けがす・やわらかい・ゆるやか
MJ009924	U+5ADB	エイ・イ
MJ009926	U+5ADC	ショウ
MJ009930	U+5ADF	ニキ・ジョク
MJ009933	U+5AE1	チャク・よつぎ
MJ009969	U+5B05	カ・ゲ
MJ010009	U+5B2A	ヒン・ひめ
MJ010020	U+5B34	エイ・あまる
MJ010021	U+5B34	エイ
MJ010025	U+5B36	かか・かかあ
MJ010033	U+5B3E	ラン・おこたる・ものうい
MJ010061	U+5B5A	フ・フウ・ブ・たまご・はぐくむ
MJ010071	U+5B64	コ・ク・みなしご
MJ010072	U+5B64	コ・ク・みなしご
MJ010078	U+5B69	ガイ・カイ・ちのみご
MJ010088	U+5B73	ジ・シ・うむ・しげる
MJ010091	U+5B75	フ・かえす
MJ010093	U+5B76	ジ・シ・うむ・しげる・つとめる・ふたご
MJ010099	U+5B7C	ゲツ・ゲチ・かざす・くずれる・ひこばえ・わきばら・わざわい
MJ010101	U+5B7D	ゲツ・わざわい
MJ010122	U+5B90	ギ
MJ010140	U+5BA3	セン・のたまう
MJ010158	U+5BB2	ホウ・ジツ
MJ010159	U+5BB3	ガイ・カイ・カツ・ガチ・そこなう
MJ010161	U+5BB3	ガイ・そこなう
MJ010163	U+5BB5	ショウ・よい
MJ010166	U+5BB6	カ・ケ・いえ・や
MJ010176	U+5BC0	サイ
MJ010180	U+5BC3	エン・うらみ・かがむ
MJ010181	U+5BC3	エン・うらみ
MJ010186	U+5BC7	コウ・ク・あだ・あだする
MJ010187	U+5BC8	セイ
MJ010197	U+5BD0	ビ・ミ・しぬ・ねる
MJ010200	U+5BD2	カン・ガン・さむい
MJ010206	U+5BD7	デイ・ニョウ・ネイ・いずくんぞ・なんぞ・ねんごろ・むしろ・やすい
MJ010207	U+5BD7	ネイ
MJ010208	U+5BD7	ネイ・ニョウ・やすい・むしろ・なんぞ・いずくんぞ
MJ010211	U+5BD9	ユ
MJ010214	U+5BDB	カン
MJ010218	U+5BDE	バク・マク・さびしい
MJ010223	U+5BE2	シン・ねる
MJ010226	U+5BE4	ゴ・ゆめ・さとる・さめる
MJ010228	U+5BE5	リョウ・さびしい
MJ010230	U+5BE7	ネイ・ニョウ・やすい
MJ010237	U+5BEC	カン・ひろい
MJ010238	U+5BEC	カン・ひろい・くつろぐ・ひろ・ゆたか・ゆるす・ゆるやか
MJ010249	U+5BF5	チョウ・チュ・ロウ・ル・あいする・めぐみ・めぐむ
MJ010250	U+5BF5	チュ・チョウ・ル・ロウ・あいす・めぐみ・めぐむ
MJ010257	U+5BFD	リツ・リチ
MJ010259	U+5BFF	ジュ・ことぶき
MJ010266	U+5C04	シャ・いる
MJ010268	U+5C06	ショウ
MJ010270	U+5C06	ショウ・ソウ
MJ010273	U+5C08	セン・もっぱら
MJ010275	U+5C0A	ソン・たっとい・とうとい・たっとぶ・とうとぶ
MJ010277	U+5C0A	ソン・たっとい・とうとい・たっとぶ・とうとぶ
MJ010278	U+5C0B	ジン・シン・たずねる
MJ010283	U+5C0E	ドウ・トウ・みちびく
MJ010295	U+5C19	ショウ
MJ010305	U+5C23	オウ
MJ010309	U+5C28	ボウ・モウ・ム・むくいぬ
MJ010311	U+5C28	ボウ・むくいぬ
MJ010317	U+5C2D	ギョウ・たかい
MJ010318	U+5C2D	ギョウ・たかい
MJ010330	U+5C39	イン・おさ・ただす
MJ010343	U+5C46	カイ・とどける
MJ010353	U+5C4F	ビョウ・ヘイ・しりぞく
MJ010356	U+5C51	セツ・ソツ・セチ・ソチ・くず・いさぎよい
MJ010359	U+5C53	フ・フウ・ブ・おう・そむく
MJ010362	U+5C55	テン・つらねる・のびる・のべる
MJ010374	U+5C60	ト・ズ・チョ・ジョ・ほふる
MJ010379	U+5C65	リ・はく
MJ010410	U+5C88	ガ・カ・ケ
MJ010417	U+5C8C	キュウ・たかい
MJ010418	U+5C8D	ケン
MJ010427	U+5C94	タ
MJ010466	U+5CBC	ユリ
MJ010507	U+5CED	ショウ・きびしい・けわしい
MJ010522	U+5CFA	コウ
MJ010523	U+5CFB	シュン・けわしい・たかい
MJ010532	U+5D06	コウ・ク
MJ010538	U+5D0B	カ・ゲ
MJ010553	U+5D1A	リョウ
MJ010558	U+5D1D	ソウ・ジョウ
MJ010563	U+5D21	カン・ゲン
MJ010565	U+5D22	ソウ
MJ010571	U+5D27	スウ・そばだつ
MJ010573	U+5D29	ホウ・くずれる・くずす
MJ010576	U+5D2A	シュツ・けわしい
MJ010593	U+5D3F	ガク
MJ010596	U+5D41	カン・ガン・サン・ザン・チン・ケン・コン・ゴン
MJ010634	U+5D69	スウ・かさむ・たかい・かさ
MJ010637	U+5D6B	ジ・シ
MJ010641	U+5D6E	テン
MJ010650	U+5D76	たお
MJ010663	U+5D82	ショウ・みね
MJ010669	U+5D87	ク・けわしい
MJ010678	U+5D90	リュウ
MJ010681	U+5D92	ソウ・ショウ・ジョウ・ゾウ・けわしい
MJ010688	U+5D99	リン
MJ010714	U+5DB2	スイ
MJ010727	U+5DC1	レイ・ライ・レツ・レチ
MJ010731	U+5DC3	ロウ・ル
MJ010732	U+5DC3	ル・ロウ・さがしい
MJ010738	U+5DC9	ザン
MJ010742	U+5DCD	ギ・ガイ・ゲ・たかい
MJ010743	U+5DCD	ギ・たかい
MJ010744	U+5DCD	ギ・たかい
MJ010745	U+5DCE	ドウ
MJ010752	U+5DD3	テン・いただき
MJ010753	U+5DD3	テン・いただき・おちる
MJ010757	U+5DD9	キ・ギ・ドウ・ノウ
MJ010758	U+5DD9	キ・ギ
MJ010768	U+5DE1	ジュン・シュン・エン・めぐる
MJ010770	U+5DE2	ソウ
MJ010776	U+5DE8	キョ・おおきい
MJ010779	U+5DE9	キョウ・ク・つかねる
MJ010790	U+5DF7	コウ・ゴウ・ちまた
MJ010792	U+5DF8	イ・キ・うつくしい
MJ010794	U+5DF8	イ・キ・うつくしい
MJ010799	U+5DFB	カン・ケン・まく・まき
MJ010800	U+5DFD	ソン・サン・セン・たつみ
MJ010802	U+5DFD	ソン・たつみ
MJ010823	U+5E13	バツ・マチ・マツ・メチ・ずきん
MJ010831	U+5E1A	シュウ・ソウ・シュ・ほうき
MJ010834	U+5E1D	テイ・みかど
MJ010840	U+5E23	ケン・ゲン・ふくろ
MJ010845	U+5E28	エツ・ゼイ・よろこぶ
MJ010853	U+5E2E	ホウ
MJ010856	U+5E30	キ・かえる・かえす
MJ010857	U+5E30	キ・かえる・かえす
MJ010867	U+5E3D	ボウ・モウ
MJ010870	U+5E3E	ト・ツ・はた
MJ010874	U+5E42	ベキ・ミャク
MJ010877	U+5E43	イ・キ・とばり
MJ010878	U+5E43	イ・とばり
MJ010895	U+5E54	マン・バン・まく
MJ010898	U+5E55	マク・バク・バン・マン・まく
MJ010902	U+5E59	バク・ボ・まく
MJ010906	U+5E5B	ショウ
MJ010911	U+5E5F	シ・のぼり・はた・しるし
MJ010915	U+5E62	トウ・ドウ・ズ・はた
MJ010916	U+5E63	ヘイ・ベイ・ぬさ
MJ010919	U+5E64	ヘイ・ベイ・ぜに・たから・ぬさ・きぬ
MJ010924	U+5E69	フン・ヒ・ブン
MJ010925	U+5E6A	ボウ・モ・モウ・おおい
MJ010927	U+5E6A	ボウ・モウ・モ・おおう・おおい
MJ010930	U+5E6D	メチ・マチ・ベツ・バツ・おおい
MJ010931	U+5E6D	ベツ・バツ・おおい
MJ010933	U+5E6D	メチ・マチ・ベツ・バツ・おおい
MJ010935	U+5E6F	セツ・セチ・サツ・サチ
MJ010939	U+5E70	ケン・コン・ほろ
MJ010942	U+5E73	ヘイ・ビョウ・ヘン・ベン・たいら・ひら
MJ010945	U+5E74	ネン・とし
MJ010947	U+5E75	ケン・ゲン・たいら・たいらか
MJ010948	U+5E75	ケン・ゲン
MJ010980	U+5E96	ホウ・ビョウ・くりや
MJ011003	U+5EAC	ボウ・モ・モウ
MJ011004	U+5EAC	ボウ・モ・モウ
MJ011005	U+5EAD	テイ・チョウ・ジョウ・にわ
MJ011016	U+5EB7	コウ
MJ011019	U+5EB9	タ・ダ・タク
MJ011023	U+5EBB	ショ
MJ011026	U+5EBE	ユ・くら
MJ011028	U+5EBF	ビョウ
MJ011038	U+5EC9	レン・やすい
MJ011041	U+5ECB	シュウ・ソウ・シュ・かくす・かくれる・もとめる
MJ011046	U+5ECF	キュウ・ク・うまや
MJ011048	U+5ED0	キュウ・うまや
MJ011049	U+5ED0	キュウ・うまや
MJ011050	U+5ED0	キュウ・うまや
MJ011051	U+5ED0	キュウ・うまや
MJ011052	U+5ED0	キュウ・うまや
MJ011059	U+5ED6	リョウ
MJ011063	U+5ED9	ヨク・ヨキ・イ
MJ011070	U+5EDF	ビョウ・ミョウ
MJ011071	U+5EE0	ショウ
MJ011075	U+5EE3	コウ・ひろい・ひろまる・ひろがる
MJ011076	U+5EE3	コウ・ひろい・ひろまる・ひろがる
MJ011078	U+5EE3	コウ・ひろい
MJ011099	U+5EF4	イン・いんにょう・えんにょう
MJ011100	U+5EF6	エン・のびる・のべる・のばす
MJ011102	U+5EF6	エン・のびる・のべる・のばす
MJ011103	U+5EF7	テイ・ジョウ
MJ011105	U+5EF7	テイ
MJ011107	U+5EF8	テキ・みち
MJ011109	U+5EF9	ハク・ヒャク・せまる
MJ011110	U+5EFA	ケン・コン・たてる・たつ
MJ011112	U+5EFA	ケン・コン・たてる・たつ
MJ011113	U+5EFB	カイ・エ・まわる・めぐり・めぐる
MJ011116	U+5EFC	ノ・ダイ・ナイ・すなわち
MJ011117	U+5EFC	ノ・ダイ・ナイ・すなわち
MJ011119	U+5EFD	カイ・まわる
MJ011121	U+5EFE	キョウ・にじゅうあし
MJ011126	U+5F02	イ
MJ011134	U+5F09	ソウ・ゾウ・ジョウ・おおきい・さかん
MJ011136	U+5F0A	ヘイ・ハイ・ヘツ・ベチ・ヘチ・やぶれる
MJ011141	U+5F0D	ニ・ふたつ
MJ011144	U+5F0E	サン・みっつ
MJ011154	U+5F16	て
MJ011168	U+5F21	クツ・チョウ・グチ
MJ011170	U+5F22	トウ・ゆみぶくろ
MJ011177	U+5F27	コ・ゴ・オ・ウ・ゆみ
MJ011181	U+5F29	ド・いしゆみ
MJ011185	U+5F2D	ビ・ゆはず
MJ011190	U+5F31	ジャク・ニャク・よわい・よわる・よわまる・よわめる
MJ011197	U+5F38	ホウ・ヒョウ
MJ011209	U+5F44	コウ・ク
MJ011211	U+5F45	なぎ
MJ011220	U+5F4C	ケイ・ビ・ベイ・ミ・あまねし・いよいよ・とおい・ひさしい・やや・わたる
MJ011221	U+5F4C	ミ・ド・ビ・わたる・やさしい
MJ011226	U+5F50	ケイ・けいがしら
MJ011227	U+5F50	ケイ
MJ011234	U+5F56	タン
MJ011235	U+5F56	タン
MJ011237	U+5F57	スイ・ほうき
MJ011244	U+5F5C	イ
MJ011248	U+5F60	カク
MJ011254	U+5F62	ケイ・ギョウ・かた・かたち
MJ011260	U+5F69	サイ・いろどる
MJ011263	U+5F6A	ヒョウ・ヒュウ・あや
MJ011266	U+5F6B	チョウ・ほる
MJ011273	U+5F70	ショウ・あきらか
MJ011278	U+5F74	シャク・テキ・ハク
MJ011290	U+5F80	オウ・ゆく
MJ011302	U+5F8C	ゴ・コウ・のち・うしろ・あと・おくれる
MJ011307	U+5F8F	チョク
MJ011316	U+5F98	ハイ・さまよう
MJ011324	U+5FA1	ギョ・ゴ・ガ・ゲ・おん
MJ011325	U+5FA1	ギョ・ゴ・おん
MJ011330	U+5FA4	ケン・たけし
MJ011337	U+5FAB	イ
MJ011340	U+5FAC	ホウ・そう
MJ011342	U+5FAE	ビ・ミ・かすか
MJ011344	U+5FAE	ビ・かすか・ひそかに
MJ011345	U+5FAE	ビ
MJ011350	U+5FB2	テイ・ダイ
MJ011353	U+5FB5	チョウ・チ・しるし
MJ011357	U+5FB7	トク
MJ011362	U+5FBD	キ・しるし・よい
MJ011378	U+5FCD	ニン・ジン・しのぶ・しのばせる
MJ011380	U+5FCD	ニン・ジン・しのぶ
MJ011392	U+5FD8	ボウ・モウ・わすれる
MJ011394	U+5FD9	ボウ・モウ・いそがしい
MJ011401	U+5FDE	ビン・ブン・ミン・モン・くらい・みだれる
MJ011402	U+5FDF	ビン・ブン・つとめる
MJ011419	U+5FED	ヘン・ベン・よろこぶ
MJ011423	U+5FF0	スイ・やつれる
MJ011439	U+5FFF	フン・いかり
MJ011472	U+6025	キュウ・いそぐ
MJ011476	U+6026	ホウ
MJ011520	U+6054	キョウ・コウ・こころよい
MJ011531	U+605D	カイ・カツ・ガツ・ケイ
MJ011532	U+605D	カイ・カツ・ガツ・ケイ
MJ011538	U+6062	カイ・キ・ケ・ひろい
MJ011539	U+6062	カイ
MJ011543	U+6065	チ・はじる・はじ・はじらう・はずかしい
